2022-05-28 08:26:53.9288 | D | Enabled debug messages...
2022-05-28 08:26:53.9449 | I | KAPE version 1.2.0.0 Author: Eric Zimmerman (kape@kroll.com)
2022-05-28 08:26:53.9449 | I | KAPE directory: C:\Users\CFUser\Desktop\kape
2022-05-28 08:26:53.9449 | I | Command line: --tsource C: --tdest C:\temp\edgechromium\tout --tflush --target EdgeChromium,RegistryHivesSystem --zip %m_EdgeChromium --debug 
2022-05-28 08:26:53.9449 | I | System info: Machine name: DESKTOP-3VP67NQ, 64-bit: True, User: CFUser OS: Windows10 (10.0.19043)
2022-05-28 08:26:54.2263 | D | Validating configuration files
2022-05-28 08:26:55.0849 | D | 261 targets and 254 modules validated successfully
2022-05-28 08:26:55.0849 | I | Using Target operations
2022-05-28 08:26:55.0849 | W | 	Flushing target destination directory 'C:\temp\edgechromium\tout'
2022-05-28 08:26:55.0849 | W | 	Creating target destination directory 'C:\temp\edgechromium\tout'
2022-05-28 08:26:55.1010 | I | Found 2 targets. Expanding targets to file list...
2022-05-28 08:26:55.1010 | D | Processing target: Edge bookmarks
2022-05-28 08:26:55.1168 | D | Expanding directory: 'C:\Users\%user%\AppData\Local\Microsoft\Edge\User Data\*\'
2022-05-28 08:26:55.1322 | D | 	'C:\ProgramData\AppData\Local\Microsoft\Edge\User Data' does not exist. Skipping
2022-05-28 08:26:55.1632 | D | 	'C:\Users\Default\AppData\Local\Microsoft\Edge\User Data' does not exist. Skipping
2022-05-28 08:26:55.1632 | D | 	'C:\Users\Default\AppData\Local\Microsoft\Edge\User Data' does not exist. Skipping
2022-05-28 08:26:55.1790 | D | 	'C:\Users\Public\AppData\Local\Microsoft\Edge\User Data' does not exist. Skipping
2022-05-28 08:26:55.1790 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\Ad Blocking'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.1790 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\Autofill'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.1790 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\AutoLaunchProtocolsComponent'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.1951 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\BrowserMetrics'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.1951 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\CertificateRevocation'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.1951 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\Crashpad'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.1951 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\Default'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.1951 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\Edge Shopping'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.1951 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\GrShaderCache'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.2108 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\hyphen-data'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.2108 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\Nurturing'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.2108 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\OptimizationGuidePredictionModels'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.2108 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\OriginTrials'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.2108 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\RecoveryImproved'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.2260 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\Safe Browsing'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.2260 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\SafetyTips'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.2260 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\ShaderCache'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.2260 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\SmartScreen'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.2260 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\Speech Recognition'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.2417 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\Subresource Filter'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.2417 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\Trust Protection Lists'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.2417 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\Web Notifications Deny List'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.2417 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\WebWidget'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:26:55.2417 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\WidevineCdm'. Recursive: False, Mask: Bookmarks*
