2022-05-28 08:23:43.7318 | D | Enabled debug messages...
2022-05-28 08:23:43.7632 | I | KAPE version 1.2.0.0 Author: Eric Zimmerman (kape@kroll.com)
2022-05-28 08:23:43.7632 | I | KAPE directory: C:\Users\CFUser\Desktop\kape
2022-05-28 08:23:43.7632 | I | Command line: --tsource C: --tdest C:\temp\edgechromium\tout --tflush --target EdgeChromium,RegistryHivesSystem --zip %m_EdgeChromium --debug 
2022-05-28 08:23:43.7632 | I | System info: Machine name: DESKTOP-O6N6ORL, 64-bit: True, User: CFUser OS: Windows10 (10.0.22000)
2022-05-28 08:23:44.0291 | D | Validating configuration files
2022-05-28 08:23:47.6693 | D | 261 targets and 254 modules validated successfully
2022-05-28 08:23:47.6853 | I | Using Target operations
2022-05-28 08:23:47.6853 | W | 	Flushing target destination directory 'C:\temp\edgechromium\tout'
2022-05-28 08:23:47.6853 | W | 	Creating target destination directory 'C:\temp\edgechromium\tout'
2022-05-28 08:23:47.6853 | I | Found 2 targets. Expanding targets to file list...
2022-05-28 08:23:47.7002 | D | Processing target: Edge bookmarks
2022-05-28 08:23:47.7002 | D | Expanding directory: 'C:\Users\%user%\AppData\Local\Microsoft\Edge\User Data\*\'
2022-05-28 08:23:47.7313 | D | 	'C:\ProgramData\AppData\Local\Microsoft\Edge\User Data' does not exist. Skipping
2022-05-28 08:23:47.7633 | D | 	'C:\Users\Default\AppData\Local\Microsoft\Edge\User Data' does not exist. Skipping
2022-05-28 08:23:47.7633 | D | 	'C:\Users\Default\AppData\Local\Microsoft\Edge\User Data' does not exist. Skipping
2022-05-28 08:23:47.7633 | D | 	'C:\Users\Public\AppData\Local\Microsoft\Edge\User Data' does not exist. Skipping
2022-05-28 08:23:47.7633 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\Ad Blocking'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:23:47.7633 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\Autofill'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:23:47.7783 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\AutoLaunchProtocolsComponent'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:23:47.7783 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\BrowserMetrics'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:23:47.7783 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\CertificateRevocation'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:23:47.7783 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\Crashpad'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:23:47.7783 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\Default'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:23:47.7783 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\Edge Shopping'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:23:47.7944 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\GrShaderCache'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:23:47.7944 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\hyphen-data'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:23:47.7944 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\Nurturing'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:23:47.7944 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\OptimizationGuidePredictionModels'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:23:47.7944 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\OriginTrials'. Recursive: False, Mask: Bookmarks*
2022-05-28 08:23:47.7944 | D | Getting files from 'C:\Users\CFUser\AppData\Local\Microsoft\Edge\User Data\RecoveryImproved'. Recursive: False, Mask: Bookmarks*
